frame,person_id,x,y,zone
77,14,760,591,Zone 23
77,15,590,75,Zone 3
77,16,546,72,Zone 3
77,19,406,334,Zone 12
77,20,632,259,Zone 8
77,22,1160,105,Zone 5
77,23,778,51,Zone 4
77,28,684,199,Zone 8
77,29,1114,71,Zone 5
77,36,934,66,Zone 4
77,38,244,365,Zone 11
77,32,1143,329,Zone 15
77,4,132,557,Zone 16
77,40,1218,256,Zone 10
77,34,405,254,Zone 7
77,9,801,41,Zone 4
77,33,1193,190,Zone 10
77,94,696,592,Zone 23
77,95,896,35,Zone 4
77,27,143,668,Zone 21
77,100,618,67,Zone 3
77,13,656,32,Zone 3
77,140,22,403,Zone 11
77,149,812,677,Zone 24
77,44,284,384,Zone 12
77,17,1136,68,Zone 5
77,21,74,115,Zone 1
77,158,1266,154,Zone 10
77,159,471,695,Zone 22
77,6,800,244,Zone 9
77,135,174,22,Zone 1
78,2,1098,482,Zone 20
78,3,483,274,Zone 7
78,5,730,432,Zone 13
78,7,511,201,Zone 7
78,8,1266,249,Zone 10
78,10,490,86,Zone 2
78,12,755,140,Zone 3
78,14,755,595,Zone 23
78,15,590,75,Zone 3
78,16,546,72,Zone 3
78,19,407,338,Zone 12
78,20,632,262,Zone 8
78,22,1161,107,Zone 5
78,23,778,50,Zone 4
78,28,684,200,Zone 8
78,29,1114,72,Zone 5
78,36,934,66,Zone 4
78,38,243,365,Zone 11
78,32,1139,328,Zone 15
78,4,128,560,Zone 16
78,40,1219,257,Zone 10
78,34,404,256,Zone 7
78,9,800,41,Zone 4
78,33,1193,192,Zone 10
78,94,695,589,Zone 23
78,95,896,35,Zone 4
78,27,143,669,Zone 21
78,100,619,68,Zone 3
78,13,657,31,Zone 3
78,140,22,402,Zone 11
78,149,811,674,Zone 24
78,44,283,384,Zone 12
78,17,1137,68,Zone 5
78,21,74,115,Zone 1
78,158,1266,155,Zone 10
78,159,472,693,Zone 22
78,135,174,22,Zone 1
78,167,99,71,Zone 1
78,11,305,15,Zone 2
79,1,1114,596,Zone 25
79,2,1099,486,Zone 20
79,3,483,272,Zone 7
79,5,731,430,Zone 13
79,7,511,198,Zone 7
79,8,1266,250,Zone 10
79,10,490,86,Zone 2
79,12,754,143,Zone 3
79,14,752,598,Zone 23
79,15,590,75,Zone 3
79,16,546,72,Zone 3
79,19,407,340,Zone 12
79,20,633,265,Zone 8
79,22,1161,109,Zone 5
79,23,777,49,Zone 4
79,28,684,200,Zone 8
79,29,1114,73,Zone 5
79,36,934,66,Zone 4
79,38,245,367,Zone 11
79,32,1137,327,Zone 15
79,4,127,562,Zone 16
79,40,1220,259,Zone 10
79,34,403,257,Zone 7
79,9,800,41,Zone 4
79,33,1193,194,Zone 10
79,94,695,588,Zone 23
79,95,896,35,Zone 4
79,27,142,670,Zone 21
79,100,620,69,Zone 3
79,13,656,31,Zone 3
79,140,22,400,Zone 11
79,149,811,672,Zone 24
79,44,283,384,Zone 12
79,17,1138,68,Zone 5
79,21,74,115,Zone 1
79,158,1266,159,Zone 10
79,159,472,691,Zone 22
79,6,800,239,Zone 9
79,135,173,22,Zone 1
79,167,100,70,Zone 1
80,3,483,270,Zone 7
80,5,730,430,Zone 13
80,7,511,196,Zone 7
80,8,1266,250,Zone 10
80,10,489,86,Zone 2
80,12,754,144,Zone 3
80,14,752,601,Zone 23
80,15,589,75,Zone 3
80,16,546,72,Zone 3
80,19,407,341,Zone 12
80,20,633,267,Zone 8
80,22,1161,111,Zone 5
80,23,777,49,Zone 4
80,28,684,200,Zone 8
80,29,1114,74,Zone 5
80,36,934,66,Zone 4
80,38,245,367,Zone 11
80,32,1135,327,Zone 15
80,4,126,564,Zone 16
80,40,1222,262,Zone 10
80,34,402,258,Zone 7
80,9,799,41,Zone 4
80,33,1193,194,Zone 10
80,94,695,588,Zone 23
80,95,895,35,Zone 4
80,27,143,671,Zone 21
80,100,620,69,Zone 3
80,140,22,400,Zone 11
80,149,811,669,Zone 24
80,44,282,384,Zone 12
80,17,1139,69,Zone 5
80,21,74,115,Zone 1
80,158,1266,160,Zone 10
80,159,473,689,Zone 22
80,135,173,23,Zone 1
80,167,103,69,Zone 1
81,3,483,268,Zone 7
81,5,731,429,Zone 13
81,7,510,193,Zone 7
81,8,1266,251,Zone 10
81,10,489,85,Zone 2
81,12,754,146,Zone 8
81,14,752,602,Zone 23
81,15,589,75,Zone 3
81,16,546,72,Zone 3
81,19,407,342,Zone 12
81,20,632,269,Zone 8
81,22,1161,113,Zone 5
81,23,776,49,Zone 4
81,28,683,201,Zone 8
81,29,1115,74,Zone 5
81,36,934,66,Zone 4
81,38,245,367,Zone 11
81,32,1134,324,Zone 15
81,4,124,565,Zone 16
81,40,1224,263,Zone 10
81,34,402,259,Zone 7
81,9,799,41,Zone 4
81,33,1193,195,Zone 10
81,94,694,586,Zone 23
81,95,895,35,Zone 4
81,27,143,672,Zone 21
81,100,621,70,Zone 3
81,140,22,399,Zone 11
81,149,812,667,Zone 24
81,44,282,384,Zone 12
81,17,1140,68,Zone 5
81,21,74,115,Zone 1
81,158,1266,161,Zone 10
81,159,473,688,Zone 22
81,135,173,23,Zone 1
81,167,104,68,Zone 1
82,1,1118,608,Zone 25
82,2,1108,493,Zone 20
82,3,483,267,Zone 7
82,5,731,426,Zone 13
82,7,509,191,Zone 7
82,8,1266,255,Zone 10
82,10,490,83,Zone 2
82,12,754,149,Zone 8
82,14,750,605,Zone 23
82,15,589,75,Zone 3
82,16,546,72,Zone 3
82,19,406,342,Zone 12
82,20,630,271,Zone 8
82,22,1161,115,Zone 5
82,23,775,49,Zone 4
82,28,683,204,Zone 8
82,29,1117,74,Zone 5
82,36,934,66,Zone 4
82,38,245,367,Zone 11
82,32,1131,323,Zone 15
82,4,121,568,Zone 16
82,40,1226,264,Zone 10
82,34,402,261,Zone 7
82,9,798,40,Zone 4
82,33,1193,196,Zone 10
82,94,692,583,Zone 23
82,95,894,35,Zone 4
82,27,145,673,Zone 21
82,100,621,70,Zone 3
82,140,22,400,Zone 11
82,149,814,664,Zone 24
82,44,284,385,Zone 12
82,17,1144,65,Zone 5
82,21,74,114,Zone 1
82,158,1266,161,Zone 10
82,159,475,685,Zone 22
82,167,105,67,Zone 1
82,13,658,31,Zone 3
83,1,1118,612,Zone 25
83,2,1110,494,Zone 20
83,3,483,266,Zone 7
83,5,731,424,Zone 13
83,7,509,190,Zone 7
83,8,1266,256,Zone 10
83,10,490,82,Zone 2
83,12,754,150,Zone 8
83,14,750,605,Zone 23
83,15,588,75,Zone 3
83,16,546,72,Zone 3
83,19,406,343,Zone 12
83,20,630,272,Zone 8
83,22,1161,115,Zone 5
83,23,775,50,Zone 4
83,28,683,206,Zone 8
83,29,1117,74,Zone 5
83,36,934,66,Zone 4
83,38,245,367,Zone 11
83,32,1130,323,Zone 15
83,4,120,569,Zone 16
83,40,1226,264,Zone 10
83,34,402,262,Zone 7
83,9,798,39,Zone 4
83,33,1193,196,Zone 10
83,94,692,582,Zone 23
83,95,894,35,Zone 4
83,27,146,673,Zone 21
83,100,622,70,Zone 3
83,140,22,400,Zone 11
83,149,815,663,Zone 24
83,44,284,385,Zone 12
83,17,1146,63,Zone 5
83,21,74,114,Zone 1
83,158,1266,161,Zone 10
83,159,475,683,Zone 22
83,167,105,67,Zone 1
83,13,658,31,Zone 3
84,1,1120,619,Zone 25
84,3,483,265,Zone 7
84,5,731,421,Zone 13
84,7,508,189,Zone 7
84,8,1267,260,Zone 10
84,10,490,79,Zone 2
84,12,754,152,Zone 8
84,14,746,606,Zone 23
84,15,588,75,Zone 3
84,16,546,72,Zone 3
84,19,405,344,Zone 12
84,20,629,273,Zone 8
84,22,1160,117,Zone 5
84,23,774,49,Zone 4
84,28,683,209,Zone 8
84,29,1119,74,Zone 5
84,36,934,67,Zone 4
84,38,245,368,Zone 11
84,32,1129,319,Zone 15
84,4,118,572,Zone 16
84,40,1227,265,Zone 10
84,34,401,265,Zone 7
84,9,797,37,Zone 4
84,33,1194,196,Zone 10
84,94,690,579,Zone 23
84,95,893,35,Zone 4
84,27,147,675,Zone 21
84,100,622,72,Zone 3
84,140,23,406,Zone 11
84,149,815,661,Zone 24
84,44,284,385,Zone 12
84,17,1148,63,Zone 5
84,21,74,114,Zone 1
84,158,1266,162,Zone 10
84,159,478,680,Zone 22
84,6,801,231,Zone 9
84,167,108,67,Zone 1
84,135,171,25,Zone 1
85,1,1122,624,Zone 25
85,2,1115,501,Zone 20
85,3,483,265,Zone 7
85,5,731,418,Zone 13
85,7,507,189,Zone 7
85,8,1268,262,Zone 10
85,10,490,77,Zone 2
85,12,754,152,Zone 8
85,14,743,607,Zone 23
85,15,588,75,Zone 3
85,16,546,72,Zone 3
85,20,628,274,Zone 8
85,22,1160,118,Zone 5
85,23,774,49,Zone 4
85,28,682,211,Zone 8
85,29,1120,75,Zone 5
85,36,934,67,Zone 4
85,38,245,368,Zone 11
85,32,1129,315,Zone 15
85,4,117,575,Zone 16
85,40,1228,266,Zone 10
85,34,401,267,Zone 7
85,9,796,36,Zone 4
85,33,1195,197,Zone 10
85,94,689,575,Zone 18
85,95,893,35,Zone 4
85,27,147,675,Zone 21
85,100,623,72,Zone 3
85,140,24,412,Zone 11
85,149,816,659,Zone 24
85,44,282,385,Zone 12
85,17,1150,61,Zone 5
85,21,74,114,Zone 1
85,158,1266,163,Zone 10
85,159,479,677,Zone 22
85,6,801,230,Zone 9
85,167,111,66,Zone 1
85,176,404,346,Zone 12
85,135,171,24,Zone 1
86,1,1123,630,Zone 25
86,2,1118,507,Zone 20
86,3,483,264,Zone 7
86,5,732,413,Zone 13
86,7,507,189,Zone 7
86,8,1268,263,Zone 10
86,10,489,76,Zone 2
86,12,754,152,Zone 8
86,14,741,609,Zone 23
86,15,588,75,Zone 3
86,16,546,72,Zone 3
86,19,403,348,Zone 12
86,20,628,274,Zone 8
86,22,1160,118,Zone 5
86,23,774,48,Zone 4
86,28,681,212,Zone 8
86,29,1120,76,Zone 5
86,36,934,67,Zone 4
86,38,245,368,Zone 11
86,32,1129,312,Zone 15
86,4,116,578,Zone 21
86,40,1229,267,Zone 10
86,34,402,268,Zone 7
86,9,796,35,Zone 4
86,33,1196,197,Zone 10
86,94,689,570,Zone 18
86,95,893,35,Zone 4
86,27,148,676,Zone 21
86,100,623,73,Zone 3
86,140,25,414,Zone 11
86,149,816,657,Zone 24
86,44,281,385,Zone 12
86,17,1151,60,Zone 5
86,21,74,114,Zone 1
86,159,477,675,Zone 22
86,6,801,230,Zone 9
86,167,115,66,Zone 1
86,135,170,25,Zone 1
87,1,1126,636,Zone 25
87,2,1120,517,Zone 20
87,3,482,261,Zone 7
87,5,731,407,Zone 13
87,7,507,187,Zone 7
87,10,489,75,Zone 2
87,12,754,152,Zone 8
87,14,738,617,Zone 23
87,15,587,75,Zone 3
87,16,546,72,Zone 3
87,19,402,352,Zone 12
87,20,628,276,Zone 8
87,23,774,46,Zone 4
87,28,681,216,Zone 8
87,29,1121,77,Zone 5
87,36,934,67,Zone 4
87,38,244,368,Zone 11
87,32,1128,309,Zone 15
87,4,115,585,Zone 21
87,40,1231,272,Zone 10
87,34,402,271,Zone 7
87,9,795,36,Zone 4
87,33,1197,201,Zone 10
87,94,688,561,Zone 18
87,95,892,35,Zone 4
87,27,148,679,Zone 21
87,100,623,74,Zone 3
87,140,27,416,Zone 11
87,149,818,654,Zone 24
87,44,281,385,Zone 12
87,17,1151,60,Zone 5
87,21,74,114,Zone 1
87,159,474,672,Zone 22
87,6,801,229,Zone 9
87,167,121,67,Zone 1
88,1,1128,639,Zone 25
88,2,1121,521,Zone 20
88,3,482,257,Zone 7
88,5,731,403,Zone 13
88,7,506,185,Zone 7
88,10,488,74,Zone 2
88,12,755,153,Zone 8
88,14,735,624,Zone 23
88,15,587,75,Zone 3
88,16,545,72,Zone 3
88,19,401,354,Zone 12
88,20,628,278,Zone 8
88,23,773,44,Zone 4
88,28,680,218,Zone 8
88,29,1122,77,Zone 5
88,36,934,67,Zone 4
88,38,244,368,Zone 11
88,32,1127,306,Zone 15
88,4,115,589,Zone 21
88,40,1232,277,Zone 10
88,34,401,271,Zone 7
88,33,1197,204,Zone 10
88,94,688,556,Zone 18
88,95,892,35,Zone 4
88,27,147,680,Zone 21
88,100,623,76,Zone 3
88,140,29,418,Zone 11
88,149,820,651,Zone 24
88,44,281,385,Zone 12
88,21,74,114,Zone 1
88,159,474,671,Zone 22
88,6,801,228,Zone 9
88,167,123,68,Zone 1
89,1,1130,641,Zone 25
89,2,1123,525,Zone 20
89,3,481,254,Zone 7
89,5,730,402,Zone 13
89,7,505,184,Zone 7
89,10,488,74,Zone 2
89,12,755,156,Zone 8
89,14,734,630,Zone 23
89,15,587,75,Zone 3
89,16,545,73,Zone 3
89,19,400,357,Zone 12
89,20,628,281,Zone 8
89,23,774,43,Zone 4
89,28,679,219,Zone 8
89,29,1122,78,Zone 5
89,36,933,67,Zone 4
89,38,244,368,Zone 11
89,32,1127,305,Zone 15
89,4,115,595,Zone 21
89,40,1233,280,Zone 10
89,34,401,273,Zone 7
89,33,1198,207,Zone 10
89,94,688,553,Zone 18
89,95,891,35,Zone 4
89,27,147,680,Zone 21
89,100,623,79,Zone 3
89,140,30,421,Zone 11
89,149,821,647,Zone 24
89,44,281,384,Zone 12
89,21,73,115,Zone 1
89,159,474,669,Zone 22
89,6,802,227,Zone 9
89,167,126,67,Zone 1
89,135,169,25,Zone 1
90,1,1133,643,Zone 25
90,2,1124,529,Zone 20
90,3,481,252,Zone 7
90,5,730,401,Zone 13
90,7,504,183,Zone 7
90,10,487,74,Zone 2
90,12,755,158,Zone 8
90,14,733,635,Zone 23
90,15,586,75,Zone 3
90,16,545,73,Zone 3
90,19,400,359,Zone 12
90,20,628,283,Zone 8
90,23,773,42,Zone 4
90,28,679,220,Zone 8
90,29,1122,78,Zone 5
90,36,933,67,Zone 4
90,38,244,368,Zone 11
90,32,1126,304,Zone 15
90,4,115,601,Zone 21
90,40,1234,283,Zone 10
90,34,401,275,Zone 7
90,33,1199,208,Zone 10
90,94,689,551,Zone 18
90,95,891,35,Zone 4
90,27,148,681,Zone 21
90,100,623,81,Zone 3
90,140,31,422,Zone 11
90,149,821,642,Zone 24
90,44,281,384,Zone 12
90,21,73,115,Zone 1
90,159,475,668,Zone 22
90,6,803,226,Zone 9
90,167,128,67,Zone 1
90,135,168,25,Zone 1
90,158,1265,166,Zone 10
90,8,1270,265,Zone 10
91,1,1135,643,Zone 25
91,2,1126,533,Zone 20
91,3,480,249,Zone 7
91,5,730,401,Zone 13
91,7,503,182,Zone 7
91,10,487,74,Zone 2
91,12,756,159,Zone 8
91,14,733,638,Zone 23
91,15,586,75,Zone 3
91,16,545,73,Zone 3
91,19,399,362,Zone 12
91,20,628,286,Zone 8
91,28,678,220,Zone 8
91,29,1123,78,Zone 5
91,36,933,67,Zone 4
91,38,244,368,Zone 11
91,32,1125,303,Zone 15
91,4,114,604,Zone 21
91,40,1234,286,Zone 10
91,34,401,277,Zone 7
91,33,1199,211,Zone 10
91,94,689,549,Zone 18
91,95,890,35,Zone 4
91,27,148,681,Zone 21
91,100,623,82,Zone 3
91,140,32,423,Zone 11
91,149,821,635,Zone 24
91,44,281,384,Zone 12
91,21,73,115,Zone 1
91,159,476,667,Zone 22
91,6,804,224,Zone 9
91,167,129,67,Zone 1
91,135,168,26,Zone 1
91,182,316,375,Zone 12
91,158,1266,168,Zone 10
91,22,1162,121,Zone 5
92,1,1139,645,Zone 25
92,2,1128,536,Zone 20
92,3,480,246,Zone 7
92,5,729,400,Zone 13
92,7,502,178,Zone 7
92,10,486,72,Zone 2
92,12,756,162,Zone 8
92,14,731,643,Zone 23
92,15,586,75,Zone 3
92,16,545,73,Zone 3
92,19,398,364,Zone 12
92,20,628,289,Zone 13
92,28,678,220,Zone 8
92,29,1123,80,Zone 5
92,36,933,67,Zone 4
92,38,244,368,Zone 11
92,32,1124,302,Zone 15
92,4,112,613,Zone 21
92,40,1234,288,Zone 10
92,34,402,279,Zone 7
92,33,1199,215,Zone 10
92,94,689,547,Zone 18
92,95,890,35,Zone 4
92,27,151,684,Zone 21
92,100,623,83,Zone 3
92,140,33,424,Zone 11
92,149,821,628,Zone 24
92,44,281,384,Zone 12
92,21,73,115,Zone 1
92,159,477,664,Zone 22
92,6,803,220,Zone 9
92,167,132,67,Zone 1
92,135,168,27,Zone 1
92,182,315,375,Zone 12
92,22,1162,123,Zone 5
93,1,1141,649,Zone 25
93,2,1131,538,Zone 20
93,3,480,245,Zone 7
93,5,729,399,Zone 13
93,7,501,176,Zone 7
93,10,487,71,Zone 2
93,12,757,164,Zone 8
93,14,729,647,Zone 23
93,15,586,75,Zone 3
93,16,545,73,Zone 3
93,19,397,365,Zone 12
93,20,629,292,Zone 13
93,28,678,221,Zone 8
93,29,1123,80,Zone 5
93,36,933,67,Zone 4
93,38,244,368,Zone 11
93,32,1123,301,Zone 15
93,4,111,618,Zone 21
93,40,1235,290,Zone 15
93,34,402,282,Zone 7
93,33,1200,217,Zone 10
93,94,689,546,Zone 18
93,95,890,35,Zone 4
93,100,623,84,Zone 3
93,140,32,425,Zone 11
93,149,821,624,Zone 24
93,44,281,385,Zone 12
93,21,73,115,Zone 1
93,159,478,663,Zone 22
93,6,801,218,Zone 9
93,167,133,67,Zone 1
93,135,167,28,Zone 1
93,182,315,375,Zone 12
93,22,1162,125,Zone 5
93,183,1152,516,Zone 20
93,23,773,37,Zone 4
94,1,1142,650,Zone 25
94,2,1132,539,Zone 20
94,3,480,244,Zone 7
94,5,729,399,Zone 13
94,7,500,175,Zone 7
94,10,487,70,Zone 2
94,12,757,164,Zone 8
94,14,729,648,Zone 23
94,15,586,75,Zone 3
94,16,545,73,Zone 3
94,19,397,365,Zone 12
94,20,629,293,Zone 13
94,28,677,221,Zone 8
94,29,1123,81,Zone 5
94,36,933,67,Zone 4
94,38,243,365,Zone 11
94,32,1123,301,Zone 15
94,4,111,620,Zone 21
94,40,1235,290,Zone 15
94,34,401,283,Zone 7
94,33,1200,218,Zone 10
94,94,689,546,Zone 18
94,95,890,35,Zone 4
94,100,623,84,Zone 3
94,140,32,425,Zone 11
94,149,821,623,Zone 24
94,44,281,385,Zone 12
94,21,73,115,Zone 1
94,159,478,663,Zone 22
94,6,801,218,Zone 9
94,167,133,67,Zone 1
94,135,167,28,Zone 1
94,182,315,375,Zone 12
94,22,1162,125,Zone 5
94,183,1152,516,Zone 20
94,185,1229,300,Zone 15
94,23,773,37,Zone 4
95,1,1145,655,Zone 25
95,2,1135,542,Zone 20
95,3,480,242,Zone 7
95,5,729,396,Zone 13
95,7,500,173,Zone 7
95,10,487,69,Zone 2
95,12,757,165,Zone 8
95,14,727,647,Zone 23
95,15,586,75,Zone 3
95,16,545,73,Zone 3
95,19,396,365,Zone 12
95,20,630,295,Zone 13
95,28,677,223,Zone 8
95,29,1124,81,Zone 5
95,36,933,67,Zone 4
95,38,244,367,Zone 11
95,32,1121,299,Zone 15
95,40,1238,291,Zone 15
95,34,402,284,Zone 7
95,33,1200,219,Zone 10
95,94,688,544,Zone 18
95,95,889,35,Zone 4
95,100,623,85,Zone 3
95,149,821,620,Zone 24
95,44,281,385,Zone 12
95,21,73,115,Zone 1
95,159,478,661,Zone 22
95,6,800,216,Zone 9
95,167,133,67,Zone 1
95,135,168,29,Zone 1
95,182,314,375,Zone 12
95,22,1162,127,Zone 5
96,1,1146,659,Zone 25
96,2,1138,543,Zone 20
96,3,479,242,Zone 7
96,5,729,394,Zone 13
96,7,500,171,Zone 7
96,10,487,67,Zone 2
96,12,758,166,Zone 8
96,14,724,651,Zone 23
96,15,586,75,Zone 3
96,16,545,73,Zone 3
96,19,396,366,Zone 12
96,20,630,296,Zone 13
96,28,677,226,Zone 8
96,29,1125,82,Zone 5
96,36,933,67,Zone 4
96,38,244,368,Zone 11
96,32,1120,297,Zone 15
96,40,1240,291,Zone 15
96,34,401,285,Zone 7
96,33,1201,220,Zone 10
96,94,689,541,Zone 18
96,95,889,35,Zone 4
96,100,623,86,Zone 3
96,149,821,618,Zone 24
96,44,282,384,Zone 12
96,21,73,115,Zone 1
96,159,478,658,Zone 22
96,6,800,216,Zone 9
96,167,136,67,Zone 1
96,135,168,29,Zone 1
96,182,314,375,Zone 12
96,22,1162,128,Zone 5
96,27,154,686,Zone 21
96,4,107,622,Zone 21
97,1,1147,662,Zone 25
97,2,1141,551,Zone 20
97,3,479,241,Zone 7
97,5,728,390,Zone 13
97,7,500,169,Zone 7
97,10,487,64,Zone 2
97,12,757,167,Zone 8
97,14,720,653,Zone 23
97,15,586,75,Zone 3
97,16,545,73,Zone 3
97,19,396,368,Zone 12
97,20,630,297,Zone 13
97,28,676,230,Zone 8
97,29,1124,85,Zone 5
97,36,933,67,Zone 4
97,38,244,368,Zone 11
97,32,1117,294,Zone 15
97,40,1243,292,Zone 15
97,34,401,287,Zone 7
97,33,1201,220,Zone 10
97,94,689,535,Zone 18
97,95,888,35,Zone 4
97,100,624,86,Zone 3
97,149,822,615,Zone 24
97,44,281,385,Zone 12
97,21,73,115,Zone 1
97,159,478,655,Zone 22
97,6,800,215,Zone 9
97,167,140,66,Zone 1
97,135,167,29,Zone 1
97,182,314,375,Zone 12
97,22,1162,130,Zone 5
97,27,156,688,Zone 21
97,4,104,628,Zone 21
97,158,1266,175,Zone 10
97,140,43,431,Zone 11
98,1,1148,665,Zone 25
98,2,1143,556,Zone 20
98,3,479,240,Zone 7
98,5,727,385,Zone 13
98,7,500,168,Zone 7
98,10,487,63,Zone 2
98,12,757,167,Zone 8
98,14,717,655,Zone 23
98,15,586,76,Zone 3
98,16,545,73,Zone 3
98,19,396,371,Zone 12
98,20,631,298,Zone 13
98,28,676,233,Zone 8
98,29,1123,87,Zone 5
98,36,933,67,Zone 4
98,38,244,368,Zone 11
98,32,1115,291,Zone 15
98,40,1245,293,Zone 15
98,34,401,289,Zone 12
98,33,1201,221,Zone 10
98,94,689,531,Zone 18
98,95,887,35,Zone 4
98,100,624,86,Zone 3
98,149,822,612,Zone 24
98,44,281,385,Zone 12
98,21,73,115,Zone 1
98,159,478,653,Zone 22
98,6,800,214,Zone 9
98,167,143,66,Zone 1
98,135,167,30,Zone 1
98,182,314,375,Zone 12
98,22,1161,131,Zone 5
98,27,158,688,Zone 21
98,4,103,635,Zone 21
98,158,1266,175,Zone 10
98,140,46,434,Zone 16
98,23,770,36,Zone 4
99,1,1149,667,Zone 25
99,2,1145,559,Zone 20
99,3,479,238,Zone 7
99,5,727,380,Zone 13
99,7,500,167,Zone 7
99,10,487,62,Zone 2
99,12,757,168,Zone 8
99,14,715,653,Zone 23
99,15,586,75,Zone 3
99,16,545,73,Zone 3
99,19,397,374,Zone 12
99,20,631,298,Zone 13
99,28,675,234,Zone 8
99,29,1124,88,Zone 5
99,36,933,67,Zone 4
99,38,244,368,Zone 11
99,32,1114,288,Zone 10
99,40,1246,296,Zone 15
99,34,401,291,Zone 12
99,33,1201,220,Zone 10
99,94,690,526,Zone 18
99,95,886,35,Zone 4
99,100,624,87,Zone 3
99,149,822,608,Zone 24
99,44,281,385,Zone 12
99,21,72,114,Zone 1
99,159,478,651,Zone 22
99,6,801,213,Zone 9
99,167,147,67,Zone 1
99,135,168,30,Zone 1
99,182,314,375,Zone 12
99,22,1161,131,Zone 5
99,27,159,689,Zone 21
99,4,102,642,Zone 21
99,158,1266,175,Zone 10
99,140,50,437,Zone 16
99,23,769,36,Zone 4
100,1,1150,669,Zone 25
100,2,1147,563,Zone 20
100,3,479,236,Zone 7
100,5,727,377,Zone 13
100,7,499,167,Zone 7
100,10,487,61,Zone 2
100,12,757,169,Zone 8
100,14,713,657,Zone 23
100,15,586,75,Zone 3
100,16,545,72,Zone 3
100,19,397,377,Zone 12
100,20,631,298,Zone 13
100,28,675,236,Zone 8
100,36,933,67,Zone 4
100,38,244,368,Zone 11
100,32,1113,285,Zone 10
100,40,1248,300,Zone 15
100,34,401,292,Zone 12
100,33,1201,222,Zone 10
100,94,690,521,Zone 18
100,95,885,35,Zone 4
100,100,625,89,Zone 3
100,149,822,602,Zone 24
100,44,281,385,Zone 12
100,21,72,114,Zone 1
100,159,478,648,Zone 22
100,6,800,209,Zone 9
100,167,151,67,Zone 1
100,135,168,30,Zone 1
100,182,315,375,Zone 12
100,22,1162,132,Zone 5
100,27,159,690,Zone 21
100,4,101,647,Zone 21
100,158,1266,175,Zone 10
100,140,51,440,Zone 16
100,23,768,36,Zone 3
101,1,1152,671,Zone 25
101,2,1148,570,Zone 20
101,3,480,234,Zone 7
101,5,726,374,Zone 13
101,7,500,166,Zone 7
101,10,487,61,Zone 2
101,12,757,172,Zone 8
101,14,711,659,Zone 23
101,15,586,75,Zone 3
101,16,545,72,Zone 3
101,19,397,379,Zone 12
101,20,630,299,Zone 13
101,28,675,237,Zone 8
101,36,933,67,Zone 4
101,38,244,366,Zone 11
101,32,1111,283,Zone 10
101,40,1250,303,Zone 15
101,34,400,292,Zone 12
101,33,1201,225,Zone 10
101,94,690,516,Zone 18
101,95,885,35,Zone 4
101,100,624,90,Zone 3
101,149,821,595,Zone 24
101,44,281,386,Zone 12
101,21,72,114,Zone 1
101,159,478,645,Zone 22
101,6,800,210,Zone 9
101,167,152,66,Zone 1
101,135,168,30,Zone 1
101,182,315,375,Zone 12
101,22,1162,133,Zone 5
101,4,101,649,Zone 21
101,158,1266,176,Zone 10
101,140,53,442,Zone 16
102,1,1154,675,Zone 25
102,2,1151,576,Zone 20
102,3,480,229,Zone 7
102,5,726,371,Zone 13
102,7,500,164,Zone 7
102,10,486,60,Zone 2
102,12,757,176,Zone 8
102,14,708,661,Zone 23
102,15,586,75,Zone 3
102,16,545,72,Zone 3
102,19,397,381,Zone 12
102,20,630,304,Zone 13
102,28,673,238,Zone 8
102,36,932,67,Zone 4
102,38,242,365,Zone 11
102,32,1109,280,Zone 10
102,40,1250,307,Zone 15
102,34,400,294,Zone 12
102,33,1202,229,Zone 10
102,94,690,512,Zone 18
102,95,884,35,Zone 4
102,100,625,92,Zone 3
102,149,821,584,Zone 24
102,44,281,385,Zone 12
102,21,72,114,Zone 1
102,159,478,637,Zone 22
102,6,799,208,Zone 9
102,167,155,66,Zone 1
102,135,168,30,Zone 1
102,182,314,375,Zone 12
102,22,1161,134,Zone 5
102,4,100,652,Zone 21
102,158,1266,178,Zone 10
102,140,55,446,Zone 16
103,1,1156,677,Zone 25
103,2,1152,581,Zone 25
103,3,480,227,Zone 7
103,5,726,371,Zone 13
103,7,500,162,Zone 7
103,10,486,60,Zone 2
103,12,757,179,Zone 8
103,14,705,663,Zone 23
103,15,586,75,Zone 3
103,16,545,72,Zone 3
103,19,397,384,Zone 12
103,20,629,308,Zone 13
103,28,672,239,Zone 8
103,36,932,67,Zone 4
103,38,242,365,Zone 11
103,32,1106,279,Zone 10
103,40,1250,312,Zone 15
103,34,399,296,Zone 12
103,33,1201,233,Zone 10
103,94,689,510,Zone 18
103,95,883,35,Zone 4
103,100,625,93,Zone 3
103,149,821,576,Zone 19
103,44,281,382,Zone 12
103,21,72,113,Zone 1
103,159,478,633,Zone 22
103,6,799,207,Zone 9
103,167,157,65,Zone 1
103,135,168,30,Zone 1
103,182,314,375,Zone 12
103,22,1161,134,Zone 5
103,4,99,655,Zone 21
103,158,1266,180,Zone 10
103,140,55,451,Zone 16
103,29,1132,87,Zone 5
104,1,1158,677,Zone 25
104,2,1155,585,Zone 25
104,3,480,224,Zone 7
104,5,727,370,Zone 13
104,7,500,161,Zone 7
104,10,486,59,Zone 2
104,12,756,180,Zone 8
104,14,703,664,Zone 23
104,15,585,75,Zone 3
104,16,545,72,Zone 3
104,19,397,386,Zone 12
104,20,629,310,Zone 13
104,28,672,240,Zone 8
